call_type,arrived,aborted,answered,complete
Type 2,2020-02-15 20:17:05,,2020-02-15 20:17:21,2020-02-15 20:19:55
Type 2,2020-02-15 20:15:47,,2020-02-15 20:16:05,2020-02-15 20:19:58
Type 1,2020-02-15 20:18:07,,2020-02-15 20:18:30,2020-02-15 20:20:12
Type 1,2020-02-15 20:18:21,,2020-02-15 20:18:49,2020-02-15 20:20:26
Type 1,2020-02-15 20:19:21,,2020-02-15 20:19:21,2020-02-15 20:21:04
Type 1,2020-02-15 20:19:12,,2020-02-15 20:19:12,2020-02-15 20:21:10
Type 2,2020-02-15 20:19:20,,2020-02-15 20:19:20,2020-02-15 20:21:11
Type 2,2020-02-15 20:17:54,,2020-02-15 20:18:15,2020-02-15 20:21:14
Type 1,2020-02-15 20:19:59,,2020-02-15 20:19:59,2020-02-15 20:21:18
Type 1,2020-02-15 20:19:41,,2020-02-15 20:19:41,2020-02-15 20:21:19
Type 1,2020-02-15 20:19:35,,2020-02-15 20:19:35,2020-02-15 20:21:21
Type 2,2020-02-15 20:16:17,,2020-02-15 20:16:37,2020-02-15 20:21:31
Type 1,2020-02-15 20:20:17,,2020-02-15 20:20:17,2020-02-15 20:21:40
Type 1,2020-02-15 20:20:08,,2020-02-15 20:20:08,2020-02-15 20:21:41
Type 2,2020-02-15 20:19:57,,2020-02-15 20:19:57,2020-02-15 20:21:44
Type 2,2020-02-15 20:20:31,,2020-02-15 20:20:31,2020-02-15 20:21:45
Type 1,2020-02-15 20:18:12,,2020-02-15 20:18:39,2020-02-15 20:21:46
Type 2,2020-02-15 20:17:22,,2020-02-15 20:17:48,2020-02-15 20:21:50
Type 2,2020-02-15 20:18:32,,2020-02-15 20:18:59,2020-02-15 20:21:59
Type 1,2020-02-15 20:20:21,,2020-02-15 20:20:21,2020-02-15 20:22:05
Type 1,2020-02-15 20:20:29,,2020-02-15 20:20:29,2020-02-15 20:22:11
Type 1,2020-02-15 20:20:02,,2020-02-15 20:20:02,2020-02-15 20:22:13
Type 1,2020-02-15 20:18:32,,2020-02-15 20:19:08,2020-02-15 20:22:22
Type 1,2020-02-15 20:20:31,,2020-02-15 20:20:31,2020-02-15 20:22:38
Type 1,2020-02-15 20:20:38,,2020-02-15 20:21:04,2020-02-15 20:22:49
Type 1,2020-02-15 20:23:16,2020-02-15 20:23:42,,
Type 2,2020-02-15 20:20:54,,2020-02-15 20:21:10,2020-02-15 20:23:47
Type 1,2020-02-15 20:22:07,,2020-02-15 20:22:07,2020-02-15 20:23:49
Type 2,2020-02-15 20:22:03,,2020-02-15 20:22:03,2020-02-15 20:23:52
Type 2,2020-02-15 20:22:33,,2020-02-15 20:22:33,2020-02-15 20:23:52
Type 2,2020-02-15 20:22:09,,2020-02-15 20:22:09,2020-02-15 20:23:54
Type 1,2020-02-15 20:22:13,,2020-02-15 20:22:13,2020-02-15 20:24:00
Type 2,2020-02-15 20:22:20,,2020-02-15 20:22:20,2020-02-15 20:24:15
Type 1,2020-02-15 20:22:28,,2020-02-15 20:22:28,2020-02-15 20:24:17
Type 1,2020-02-15 20:20:58,,2020-02-15 20:21:11,2020-02-15 20:24:20
Type 1,2020-02-15 20:24:02,2020-02-15 20:24:24,,
Type 1,2020-02-15 20:23:06,,2020-02-15 20:23:06,2020-02-15 20:24:24
Type 1,2020-02-15 20:22:24,,2020-02-15 20:22:24,2020-02-15 20:24:35
Type 1,2020-02-15 20:24:18,2020-02-15 20:24:36,,
Type 1,2020-02-15 20:23:08,,2020-02-15 20:23:08,2020-02-15 20:24:39
Type 1,2020-02-15 20:23:06,,2020-02-15 20:23:06,2020-02-15 20:24:44
Type 1,2020-02-15 20:23:21,,2020-02-15 20:23:47,2020-02-15 20:24:59
Type 1,2020-02-15 20:22:44,,2020-02-15 20:22:44,2020-02-15 20:25:01
Type 2,2020-02-15 20:21:12,,2020-02-15 20:21:14,2020-02-15 20:25:03
Type 2,2020-02-15 20:22:38,,2020-02-15 20:22:38,2020-02-15 20:25:04
Type 1,2020-02-15 20:23:02,,2020-02-15 20:23:02,2020-02-15 20:25:12
Type 2,2020-02-15 20:24:58,2020-02-15 20:25:23,,
Type 2,2020-02-15 20:22:33,,2020-02-15 20:22:33,2020-02-15 20:25:29
Type 2,2020-02-15 20:25:21,2020-02-15 20:25:31,,
Type 2,2020-02-15 20:23:33,,2020-02-15 20:23:52,2020-02-15 20:25:35
Type 1,2020-02-15 20:23:23,,2020-02-15 20:23:49,2020-02-15 20:25:35
Type 1,2020-02-15 20:23:40,,2020-02-15 20:24:00,2020-02-15 20:25:40
Type 2,2020-02-15 20:25:40,2020-02-15 20:25:52,,
Type 1,2020-02-15 20:23:59,,2020-02-15 20:24:24,2020-02-15 20:25:57
Type 2,2020-02-15 20:22:21,,2020-02-15 20:22:21,2020-02-15 20:26:00
Type 2,2020-02-15 20:23:56,,2020-02-15 20:24:20,2020-02-15 20:26:04
Type 2,2020-02-15 20:23:10,,2020-02-15 20:23:10,2020-02-15 20:26:21
Type 2,2020-02-15 20:26:28,2020-02-15 20:26:31,,
Type 1,2020-02-15 20:23:30,,2020-02-15 20:23:52,2020-02-15 20:26:32
Type 1,2020-02-15 20:25:18,,2020-02-15 20:25:40,2020-02-15 20:26:44
Type 1,2020-02-15 20:24:49,,2020-02-15 20:25:12,2020-02-15 20:27:03
Type 1,2020-02-15 20:26:55,2020-02-15 20:27:08,,
Type 2,2020-02-15 20:26:55,2020-02-15 20:27:12,,
Type 1,2020-02-15 20:25:01,,2020-02-15 20:25:29,2020-02-15 20:27:12
Type 2,2020-02-15 20:24:09,,2020-02-15 20:24:35,2020-02-15 20:27:19
Type 1,2020-02-15 20:26:16,,2020-02-15 20:26:21,2020-02-15 20:27:21
Type 2,2020-02-15 20:23:51,,2020-02-15 20:24:17,2020-02-15 20:27:41
Type 1,2020-02-15 20:25:54,,2020-02-15 20:25:57,2020-02-15 20:27:42
Type 2,2020-02-15 20:25:02,,2020-02-15 20:25:35,2020-02-15 20:27:44
Type 2,2020-02-15 20:26:19,,2020-02-15 20:26:32,2020-02-15 20:27:52
Type 2,2020-02-15 20:24:20,,2020-02-15 20:24:39,2020-02-15 20:28:05
Type 2,2020-02-15 20:25:58,,2020-02-15 20:26:00,2020-02-15 20:28:06
Type 1,2020-02-15 20:23:42,,2020-02-15 20:24:15,2020-02-15 20:28:09
Type 1,2020-02-15 20:23:35,,2020-02-15 20:23:54,2020-02-15 20:28:09
Type 2,2020-02-15 20:24:39,,2020-02-15 20:25:01,2020-02-15 20:28:14
Type 2,2020-02-15 20:25:04,,2020-02-15 20:25:35,2020-02-15 20:28:16
Type 2,2020-02-15 20:24:41,,2020-02-15 20:25:04,2020-02-15 20:28:38
Type 1,2020-02-15 20:27:15,,2020-02-15 20:27:15,2020-02-15 20:28:40
Type 2,2020-02-15 20:24:33,,2020-02-15 20:24:59,2020-02-15 20:28:45
Type 2,2020-02-15 20:24:24,,2020-02-15 20:24:44,2020-02-15 20:28:52
Type 2,2020-02-15 20:24:41,,2020-02-15 20:25:03,2020-02-15 20:29:06
Type 2,2020-02-15 20:26:22,,2020-02-15 20:26:44,2020-02-15 20:29:15
Type 2,2020-02-15 20:27:54,,2020-02-15 20:27:54,2020-02-15 20:29:41
Type 1,2020-02-15 20:26:14,,2020-02-15 20:26:14,2020-02-15 20:29:42
Type 1,2020-02-15 20:28:38,,2020-02-15 20:28:38,2020-02-15 20:29:58
Type 1,2020-02-15 20:28:04,,2020-02-15 20:28:04,2020-02-15 20:30:03
Type 2,2020-02-15 20:27:51,,2020-02-15 20:27:51,2020-02-15 20:30:04
Type 2,2020-02-15 20:26:34,,2020-02-15 20:27:03,2020-02-15 20:30:06
Type 2,2020-02-15 20:29:00,,2020-02-15 20:29:00,2020-02-15 20:30:07
Type 1,2020-02-15 20:29:12,,2020-02-15 20:29:12,2020-02-15 20:30:18
Type 2,2020-02-15 20:28:58,,2020-02-15 20:28:58,2020-02-15 20:30:28
Type 1,2020-02-15 20:28:48,,2020-02-15 20:28:48,2020-02-15 20:30:34
Type 1,2020-02-15 20:29:27,,2020-02-15 20:29:27,2020-02-15 20:30:40
Type 1,2020-02-15 20:30:46,2020-02-15 20:31:01,,
Type 2,2020-02-15 20:27:42,,2020-02-15 20:27:42,2020-02-15 20:31:05
Type 2,2020-02-15 20:29:12,,2020-02-15 20:29:12,2020-02-15 20:31:07
Type 1,2020-02-15 20:29:13,,2020-02-15 20:29:13,2020-02-15 20:31:11
Type 2,2020-02-15 20:30:20,,2020-02-15 20:30:20,2020-02-15 20:31:12
Type 2,2020-02-15 20:27:56,,2020-02-15 20:27:56,2020-02-15 20:31:12
Type 1,2020-02-15 20:29:17,,2020-02-15 20:29:17,2020-02-15 20:31:22
Type 2,2020-02-15 20:27:33,,2020-02-15 20:27:33,2020-02-15 20:31:25
Type 2,2020-02-15 20:29:28,,2020-02-15 20:29:41,2020-02-15 20:31:26
Type 1,2020-02-15 20:29:47,,2020-02-15 20:30:03,2020-02-15 20:31:44
Type 2,2020-02-15 20:30:29,,2020-02-15 20:30:29,2020-02-15 20:32:07
Type 1,2020-02-15 20:31:11,,2020-02-15 20:31:11,2020-02-15 20:32:08
Type 1,2020-02-15 20:29:35,,2020-02-15 20:29:58,2020-02-15 20:32:13
Type 2,2020-02-15 20:29:11,,2020-02-15 20:29:11,2020-02-15 20:32:16
Type 2,2020-02-15 20:29:26,,2020-02-15 20:29:26,2020-02-15 20:32:17
Type 1,2020-02-15 20:32:17,2020-02-15 20:32:20,,
Type 1,2020-02-15 20:32:03,2020-02-15 20:32:22,,
Type 1,2020-02-15 20:30:45,,2020-02-15 20:30:45,2020-02-15 20:32:23
Type 1,2020-02-15 20:29:34,,2020-02-15 20:29:42,2020-02-15 20:32:37
Type 2,2020-02-15 20:31:11,,2020-02-15 20:31:12,2020-02-15 20:32:45
Type 1,2020-02-15 20:32:43,2020-02-15 20:32:48,,
Type 1,2020-02-15 20:31:00,,2020-02-15 20:31:07,2020-02-15 20:32:54
Type 1,2020-02-15 20:29:57,,2020-02-15 20:30:04,2020-02-15 20:32:59
Type 2,2020-02-15 20:31:30,,2020-02-15 20:31:30,2020-02-15 20:33:04
Type 2,2020-02-15 20:30:57,,2020-02-15 20:31:05,2020-02-15 20:33:22
Type 2,2020-02-15 20:33:15,2020-02-15 20:33:30,,
Type 2,2020-02-15 20:31:34,,2020-02-15 20:32:07,2020-02-15 20:33:30
Type 2,2020-02-15 20:29:16,,2020-02-15 20:29:16,2020-02-15 20:33:42
Type 1,2020-02-15 20:31:31,,2020-02-15 20:31:44,2020-02-15 20:33:45
Type 2,2020-02-15 20:30:06,,2020-02-15 20:30:06,2020-02-15 20:33:51
Type 2,2020-02-15 20:32:20,,2020-02-15 20:32:37,2020-02-15 20:33:59
Type 1,2020-02-15 20:31:39,,2020-02-15 20:32:13,2020-02-15 20:34:10
Type 1,2020-02-15 20:32:11,,2020-02-15 20:32:23,2020-02-15 20:34:12
Type 2,2020-02-15 20:31:15,,2020-02-15 20:31:15,2020-02-15 20:34:12
Type 2,2020-02-15 20:30:37,,2020-02-15 20:30:37,2020-02-15 20:34:37
Type 2,2020-02-15 20:32:47,,2020-02-15 20:32:59,2020-02-15 20:34:45
Type 2,2020-02-15 20:31:24,,2020-02-15 20:31:25,2020-02-15 20:34:55
Type 1,2020-02-15 20:32:53,,2020-02-15 20:33:22,2020-02-15 20:34:56
Type 2,2020-02-15 20:32:01,,2020-02-15 20:32:17,2020-02-15 20:35:12
Type 2,2020-02-15 20:32:49,,2020-02-15 20:33:04,2020-02-15 20:35:12
Type 2,2020-02-15 20:30:45,,2020-02-15 20:30:45,2020-02-15 20:35:15
Type 2,2020-02-15 20:31:38,,2020-02-15 20:32:08,2020-02-15 20:35:26
Type 1,2020-02-15 20:32:29,,2020-02-15 20:32:45,2020-02-15 20:35:30
Type 2,2020-02-15 20:34:19,,2020-02-15 20:34:19,2020-02-15 20:35:45
Type 1,2020-02-15 20:34:04,,2020-02-15 20:34:04,2020-02-15 20:35:46
Type 2,2020-02-15 20:31:53,,2020-02-15 20:32:16,2020-02-15 20:35:46
Type 2,2020-02-15 20:31:17,,2020-02-15 20:31:22,2020-02-15 20:35:51
Type 1,2020-02-15 20:33:56,,2020-02-15 20:33:56,2020-02-15 20:35:53
Type 1,2020-02-15 20:34:29,,2020-02-15 20:34:29,2020-02-15 20:36:12
Type 1,2020-02-15 20:32:54,,2020-02-15 20:33:30,2020-02-15 20:36:13
Type 2,2020-02-15 20:32:56,,2020-02-15 20:33:42,2020-02-15 20:36:27
Type 1,2020-02-15 20:34:14,,2020-02-15 20:34:14,2020-02-15 20:36:27
Type 2,2020-02-15 20:34:45,,2020-02-15 20:34:45,2020-02-15 20:36:34
Type 1,2020-02-15 20:34:23,,2020-02-15 20:34:23,2020-02-15 20:36:36
Type 1,2020-02-15 20:35:13,,2020-02-15 20:35:13,2020-02-15 20:36:53
Type 2,2020-02-15 20:35:47,,2020-02-15 20:35:47,2020-02-15 20:37:14
Type 1,2020-02-15 20:35:39,,2020-02-15 20:35:39,2020-02-15 20:37:16
Type 2,2020-02-15 20:32:42,,2020-02-15 20:32:54,2020-02-15 20:37:22
Type 1,2020-02-15 20:37:15,2020-02-15 20:37:23,,
Type 2,2020-02-15 20:35:31,,2020-02-15 20:35:31,2020-02-15 20:37:37
Type 2,2020-02-15 20:34:46,,2020-02-15 20:34:55,2020-02-15 20:37:38
Type 2,2020-02-15 20:34:44,,2020-02-15 20:34:44,2020-02-15 20:37:44
Type 2,2020-02-15 20:34:48,,2020-02-15 20:34:56,2020-02-15 20:37:45
Type 2,2020-02-15 20:36:07,,2020-02-15 20:36:07,2020-02-15 20:37:53
Type 1,2020-02-15 20:36:02,,2020-02-15 20:36:02,2020-02-15 20:37:53
Type 2,2020-02-15 20:36:13,,2020-02-15 20:36:13,2020-02-15 20:37:53
Type 2,2020-02-15 20:36:35,,2020-02-15 20:36:35,2020-02-15 20:37:55
Type 1,2020-02-15 20:36:30,,2020-02-15 20:36:30,2020-02-15 20:37:56
Type 1,2020-02-15 20:35:58,,2020-02-15 20:35:58,2020-02-15 20:38:03
Type 1,2020-02-15 20:36:58,,2020-02-15 20:36:58,2020-02-15 20:38:29
Type 2,2020-02-15 20:38:19,2020-02-15 20:38:39,,
Type 2,2020-02-15 20:37:54,2020-02-15 20:38:40,,
Type 2,2020-02-15 20:38:41,2020-02-15 20:38:42,,
Type 1,2020-02-15 20:38:28,2020-02-15 20:38:51,,
Type 1,2020-02-15 20:37:03,,2020-02-15 20:37:03,2020-02-15 20:38:52
Type 2,2020-02-15 20:38:17,2020-02-15 20:38:52,,
Type 1,2020-02-15 20:37:17,,2020-02-15 20:37:44,2020-02-15 20:39:03
Type 2,2020-02-15 20:38:57,2020-02-15 20:39:11,,
Type 2,2020-02-15 20:37:04,,2020-02-15 20:37:14,2020-02-15 20:39:23
Type 1,2020-02-15 20:37:44,,2020-02-15 20:37:56,2020-02-15 20:39:25
Type 1,2020-02-15 20:37:49,,2020-02-15 20:38:29,2020-02-15 20:39:36
Type 1,2020-02-15 20:39:07,2020-02-15 20:39:37,,
Type 1,2020-02-15 20:37:14,,2020-02-15 20:37:38,2020-02-15 20:39:38
Type 2,2020-02-15 20:37:12,,2020-02-15 20:37:37,2020-02-15 20:39:52
Type 2,2020-02-15 20:37:01,,2020-02-15 20:37:01,2020-02-15 20:39:58
Type 1,2020-02-15 20:37:20,,2020-02-15 20:37:53,2020-02-15 20:40:12
Type 1,2020-02-15 20:38:18,,2020-02-15 20:39:03,2020-02-15 20:40:17
Type 1,2020-02-15 20:37:50,,2020-02-15 20:38:52,2020-02-15 20:40:17
Type 2,2020-02-15 20:36:53,,2020-02-15 20:36:53,2020-02-15 20:40:35
Type 1,2020-02-15 20:39:09,,2020-02-15 20:39:38,2020-02-15 20:40:37
Type 1,2020-02-15 20:38:51,,2020-02-15 20:39:25,2020-02-15 20:40:39
Type 2,2020-02-15 20:37:19,,2020-02-15 20:37:45,2020-02-15 20:40:40
Type 2,2020-02-15 20:37:30,,2020-02-15 20:37:53,2020-02-15 20:40:41
Type 2,2020-02-15 20:40:42,2020-02-15 20:40:48,,
Type 2,2020-02-15 20:37:06,,2020-02-15 20:37:16,2020-02-15 20:40:49
Type 1,2020-02-15 20:37:42,,2020-02-15 20:37:55,2020-02-15 20:40:51
Type 1,2020-02-15 20:38:57,,2020-02-15 20:39:36,2020-02-15 20:40:55
Type 2,2020-02-15 20:36:58,,2020-02-15 20:36:58,2020-02-15 20:41:00
Type 1,2020-02-15 20:37:42,,2020-02-15 20:37:53,2020-02-15 20:41:05
Type 2,2020-02-15 20:38:40,,2020-02-15 20:39:23,2020-02-15 20:41:07
Type 2,2020-02-15 20:36:20,,2020-02-15 20:36:20,2020-02-15 20:41:10
Type 2,2020-02-15 20:37:07,,2020-02-15 20:37:22,2020-02-15 20:41:14
Type 2,2020-02-15 20:37:45,,2020-02-15 20:38:03,2020-02-15 20:41:14
Type 2,2020-02-15 20:36:49,,2020-02-15 20:36:49,2020-02-15 20:41:19
Type 2,2020-02-15 20:39:58,,2020-02-15 20:40:12,2020-02-15 20:41:31
Type 1,2020-02-15 20:40:30,,2020-02-15 20:40:39,2020-02-15 20:41:51
Type 2,2020-02-15 20:39:27,,2020-02-15 20:39:52,2020-02-15 20:41:53
Type 2,2020-02-15 20:41:11,,2020-02-15 20:41:11,2020-02-15 20:42:11
Type 2,2020-02-15 20:41:03,,2020-02-15 20:41:03,2020-02-15 20:42:18
Type 1,2020-02-15 20:40:19,,2020-02-15 20:40:37,2020-02-15 20:42:22
Type 1,2020-02-15 20:41:14,,2020-02-15 20:41:14,2020-02-15 20:42:24
Type 1,2020-02-15 20:40:17,,2020-02-15 20:40:35,2020-02-15 20:42:24
Type 1,2020-02-15 20:40:48,,2020-02-15 20:40:49,2020-02-15 20:42:25
Type 2,2020-02-15 20:40:40,,2020-02-15 20:40:41,2020-02-15 20:42:36
Type 2,2020-02-15 20:41:12,,2020-02-15 20:41:12,2020-02-15 20:42:41
Type 2,2020-02-15 20:39:58,,2020-02-15 20:40:17,2020-02-15 20:42:45
Type 1,2020-02-15 20:41:19,,2020-02-15 20:41:19,2020-02-15 20:43:01
Type 2,2020-02-15 20:43:03,2020-02-15 20:43:12,,
Type 1,2020-02-15 20:41:55,,2020-02-15 20:41:55,2020-02-15 20:43:23
Type 2,2020-02-15 20:39:43,,2020-02-15 20:39:58,2020-02-15 20:43:23
Type 2,2020-02-15 20:40:11,,2020-02-15 20:40:17,2020-02-15 20:43:26
Type 2,2020-02-15 20:40:32,,2020-02-15 20:40:40,2020-02-15 20:43:51
Type 1,2020-02-15 20:42:15,,2020-02-15 20:42:24,2020-02-15 20:43:55
Type 2,2020-02-15 20:41:46,,2020-02-15 20:41:46,2020-02-15 20:43:56
Type 2,2020-02-15 20:41:03,,2020-02-15 20:41:03,2020-02-15 20:44:01
Type 1,2020-02-15 20:42:10,,2020-02-15 20:42:22,2020-02-15 20:44:06
Type 2,2020-02-15 20:41:29,,2020-02-15 20:41:29,2020-02-15 20:44:11
Type 2,2020-02-15 20:42:53,,2020-02-15 20:42:53,2020-02-15 20:44:19
Type 1,2020-02-15 20:43:01,,2020-02-15 20:43:01,2020-02-15 20:44:23
Type 1,2020-02-15 20:42:43,,2020-02-15 20:42:43,2020-02-15 20:44:23
Type 1,2020-02-15 20:42:48,,2020-02-15 20:42:48,2020-02-15 20:44:25
Type 1,2020-02-15 20:42:52,,2020-02-15 20:42:52,2020-02-15 20:44:35
Type 2,2020-02-15 20:41:14,,2020-02-15 20:41:14,2020-02-15 20:44:40
Type 1,2020-02-15 20:44:57,2020-02-15 20:44:58,,
Type 1,2020-02-15 20:42:55,,2020-02-15 20:42:55,2020-02-15 20:45:01
Type 2,2020-02-15 20:44:53,2020-02-15 20:45:05,,
Type 1,2020-02-15 20:41:58,,2020-02-15 20:42:11,2020-02-15 20:45:17
Type 2,2020-02-15 20:41:17,,2020-02-15 20:41:17,2020-02-15 20:45:23
Type 1,2020-02-15 20:43:58,,2020-02-15 20:44:01,2020-02-15 20:45:25
Type 1,2020-02-15 20:43:40,,2020-02-15 20:43:40,2020-02-15 20:45:33
Type 1,2020-02-15 20:43:57,,2020-02-15 20:43:57,2020-02-15 20:45:43
Type 1,2020-02-15 20:44:01,,2020-02-15 20:44:06,2020-02-15 20:45:46
Type 1,2020-02-15 20:44:16,,2020-02-15 20:44:23,2020-02-15 20:45:55
Type 2,2020-02-15 20:44:14,,2020-02-15 20:44:19,2020-02-15 20:45:55
Type 1,2020-02-15 20:44:24,,2020-02-15 20:44:24,2020-02-15 20:45:58
Type 1,2020-02-15 20:41:56,,2020-02-15 20:41:56,2020-02-15 20:46:01
Type 1,2020-02-15 20:45:58,2020-02-15 20:46:04,,
Type 1,2020-02-15 20:44:25,,2020-02-15 20:44:25,2020-02-15 20:46:06
Type 1,2020-02-15 20:44:02,,2020-02-15 20:44:11,2020-02-15 20:46:14
Type 1,2020-02-15 20:43:57,,2020-02-15 20:43:57,2020-02-15 20:46:18
Type 2,2020-02-15 20:43:02,,2020-02-15 20:43:23,2020-02-15 20:46:27
Type 2,2020-02-15 20:44:48,,2020-02-15 20:45:17,2020-02-15 20:46:45
Type 2,2020-02-15 20:43:46,,2020-02-15 20:43:51,2020-02-15 20:46:54
Type 2,2020-02-15 20:46:30,2020-02-15 20:46:57,,
Type 1,2020-02-15 20:42:08,,2020-02-15 20:42:18,2020-02-15 20:47:11
Type 1,2020-02-15 20:45:55,,2020-02-15 20:45:58,2020-02-15 20:47:15
Type 1,2020-02-15 20:45:28,,2020-02-15 20:45:46,2020-02-15 20:47:17
Type 2,2020-02-15 20:44:37,,2020-02-15 20:45:01,2020-02-15 20:47:19
Type 2,2020-02-15 20:47:06,2020-02-15 20:47:21,,
Type 1,2020-02-15 20:45:21,,2020-02-15 20:45:33,2020-02-15 20:47:34
Type 1,2020-02-15 20:47:20,2020-02-15 20:47:51,,
Type 2,2020-02-15 20:47:18,2020-02-15 20:47:56,,
Type 1,2020-02-15 20:47:39,2020-02-15 20:48:06,,
Type 1,2020-02-15 20:47:38,2020-02-15 20:48:10,,
Type 2,2020-02-15 20:46:12,,2020-02-15 20:46:18,2020-02-15 20:48:12
Type 2,2020-02-15 20:43:19,,2020-02-15 20:43:23,2020-02-15 20:48:12
Type 2,2020-02-15 20:47:18,2020-02-15 20:48:13,,
Type 2,2020-02-15 20:47:49,2020-02-15 20:48:13,,
Type 1,2020-02-15 20:46:15,,2020-02-15 20:46:27,2020-02-15 20:48:19
Type 1,2020-02-15 20:47:09,2020-02-15 20:48:20,,
Type 2,2020-02-15 20:47:11,2020-02-15 20:48:20,,
Type 1,2020-02-15 20:48:13,2020-02-15 20:48:25,,
Type 1,2020-02-15 20:46:39,,2020-02-15 20:47:15,2020-02-15 20:48:26
Type 2,2020-02-15 20:44:34,,2020-02-15 20:44:40,2020-02-15 20:48:28
Type 1,2020-02-15 20:48:16,2020-02-15 20:48:29,,
Type 1,2020-02-15 20:46:27,,2020-02-15 20:46:54,2020-02-15 20:48:32
Type 2,2020-02-15 20:44:55,,2020-02-15 20:45:23,2020-02-15 20:48:34
Type 2,2020-02-15 20:45:06,,2020-02-15 20:45:25,2020-02-15 20:48:37
Type 1,2020-02-15 20:46:54,,2020-02-15 20:47:17,2020-02-15 20:48:42
Type 2,2020-02-15 20:45:30,,2020-02-15 20:45:55,2020-02-15 20:48:43
Type 2,2020-02-15 20:46:01,,2020-02-15 20:46:06,2020-02-15 20:48:59
Type 2,2020-02-15 20:44:28,,2020-02-15 20:44:35,2020-02-15 20:49:02
Type 2,2020-02-15 20:47:02,,2020-02-15 20:48:12,2020-02-15 20:49:11
Type 1,2020-02-15 20:46:23,,2020-02-15 20:46:45,2020-02-15 20:49:17
Type 2,2020-02-15 20:45:24,,2020-02-15 20:45:43,2020-02-15 20:49:17
Type 1,2020-02-15 20:46:55,,2020-02-15 20:47:19,2020-02-15 20:49:20
Type 1,2020-02-15 20:45:53,,2020-02-15 20:45:55,2020-02-15 20:49:30
Type 1,2020-02-15 20:49:33,2020-02-15 20:49:36,,
Type 1,2020-02-15 20:45:57,,2020-02-15 20:46:01,2020-02-15 20:49:44
Type 1,2020-02-15 20:48:16,,2020-02-15 20:48:37,2020-02-15 20:50:00
Type 1,2020-02-15 20:50:04,2020-02-15 20:50:06,,
Type 1,2020-02-15 20:46:29,,2020-02-15 20:47:11,2020-02-15 20:50:08
Type 1,2020-02-15 20:49:58,2020-02-15 20:50:11,,
Type 2,2020-02-15 20:50:16,2020-02-15 20:50:19,,
Type 1,2020-02-15 20:47:21,,2020-02-15 20:48:26,2020-02-15 20:50:19
Type 2,2020-02-15 20:48:53,,2020-02-15 20:49:11,2020-02-15 20:50:30
Type 2,2020-02-15 20:47:09,,2020-02-15 20:48:12,2020-02-15 20:50:39
Type 2,2020-02-15 20:46:57,,2020-02-15 20:47:34,2020-02-15 20:50:42
Type 1,2020-02-15 20:48:25,,2020-02-15 20:48:42,2020-02-15 20:50:43
Type 1,2020-02-15 20:48:58,,2020-02-15 20:49:17,2020-02-15 20:50:44
Type 1,2020-02-15 20:47:48,,2020-02-15 20:48:28,2020-02-15 20:50:47
Type 2,2020-02-15 20:46:11,,2020-02-15 20:46:14,2020-02-15 20:50:50
Type 1,2020-02-15 20:48:42,,2020-02-15 20:48:59,2020-02-15 20:50:53
Type 2,2020-02-15 20:49:26,,2020-02-15 20:49:44,2020-02-15 20:50:56
Type 2,2020-02-15 20:49:25,,2020-02-15 20:49:30,2020-02-15 20:51:19
Type 2,2020-02-15 20:47:09,,2020-02-15 20:48:19,2020-02-15 20:51:20
Type 2,2020-02-15 20:51:33,2020-02-15 20:51:34,,
Type 2,2020-02-15 20:48:07,,2020-02-15 20:48:32,2020-02-15 20:51:43
Type 2,2020-02-15 20:48:27,,2020-02-15 20:48:43,2020-02-15 20:51:56
Type 1,2020-02-15 20:50:50,,2020-02-15 20:50:53,2020-02-15 20:52:04
Type 1,2020-02-15 20:50:48,,2020-02-15 20:50:48,2020-02-15 20:52:10
Type 2,2020-02-15 20:48:10,,2020-02-15 20:48:34,2020-02-15 20:52:13
Type 2,2020-02-15 20:49:53,,2020-02-15 20:50:08,2020-02-15 20:52:15
Type 2,2020-02-15 20:50:14,,2020-02-15 20:50:30,2020-02-15 20:52:20
Type 1,2020-02-15 20:50:04,,2020-02-15 20:50:19,2020-02-15 20:52:22
Type 1,2020-02-15 20:50:18,,2020-02-15 20:50:39,2020-02-15 20:52:24
Type 2,2020-02-15 20:49:13,,2020-02-15 20:49:20,2020-02-15 20:52:27
Type 1,2020-02-15 20:50:37,,2020-02-15 20:50:44,2020-02-15 20:52:29
Type 1,2020-02-15 20:50:27,,2020-02-15 20:50:42,2020-02-15 20:52:38
Type 1,2020-02-15 20:50:29,,2020-02-15 20:50:43,2020-02-15 20:52:46
Type 1,2020-02-15 20:48:54,,2020-02-15 20:49:17,2020-02-15 20:52:53
Type 1,2020-02-15 20:52:58,2020-02-15 20:52:59,,
Type 2,2020-02-15 20:49:32,,2020-02-15 20:50:00,2020-02-15 20:53:21
Type 2,2020-02-15 20:52:39,2020-02-15 20:53:28,,
Type 1,2020-02-15 20:51:00,,2020-02-15 20:51:19,2020-02-15 20:53:29
Type 1,2020-02-15 20:51:44,,2020-02-15 20:52:13,2020-02-15 20:53:30
Type 2,2020-02-15 20:51:47,,2020-02-15 20:52:15,2020-02-15 20:53:32
Type 2,2020-02-15 20:48:49,,2020-02-15 20:49:02,2020-02-15 20:53:33
Type 1,2020-02-15 20:50:53,,2020-02-15 20:50:56,2020-02-15 20:53:34
